Subject,Description,Service,Impact,Status
Password reset requested for executive account EXT-2052,Batch imported ticket for Password reset requested for executive account EXT-2052. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-2052. User IP: 162.150.250.164,access,Low,in_progress
Unusual login activity detected for account EXT-4434,Batch imported ticket for Unusual login activity detected for account EXT-4434. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-4434. User IP: 208.222.53.29,security,High,open
User session timeout issue on mobile app version EXT-5110,Batch imported ticket for User session timeout issue on mobile app version EXT-5110. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-5110. User IP: 61.89.83.174,application,Critical,resolved
Disk space low (95%) on shared drive EXT-4800,Batch imported ticket for Disk space low (95%) on shared drive EXT-4800. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-4800. User IP: 143.119.100.135,storage,Medium,in_progress
Load Balancer EXT-5493 health check failures in Region-B,Batch imported ticket for Load Balancer EXT-5493 health check failures in Region-B. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-5493. User IP: 160.187.136.141,infrastructure,High,in_progress
Credential stuffing attempt blocked on IP range EXT-2272.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-2272.0.0/16. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-2272. User IP: 203.205.147.226,security,Critical,open
Password reset requested for executive account EXT-4443,Batch imported ticket for Password reset requested for executive account EXT-4443. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-4443. User IP: 185.214.44.254,access,High,open
VPC Peering connection EXT-5969 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-5969 dropped packets detected. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-5969. User IP: 243.22.81.190,infrastructure,Critical,resolved
Unusual login activity detected for account EXT-2412,Batch imported ticket for Unusual login activity detected for account EXT-2412. This issue was detected by external monitoring system. Please investigate the security logs for ID EXT-2412. User IP: 107.199.71.246,security,Medium,in_progress
Password reset requested for executive account EXT-5842,Batch imported ticket for Password reset requested for executive account EXT-5842. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-5842. User IP: 122.184.60.203,access,High,in_progress
Postgres slow query optimization needed for EXT-9161,Batch imported ticket for Postgres slow query optimization needed for EXT-9161. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-9161. User IP: 176.8.51.12,database,Medium,open
User session timeout issue on mobile app version EXT-6032,Batch imported ticket for User session timeout issue on mobile app version EXT-6032. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-6032. User IP: 47.20.53.173,application,Medium,in_progress
Password reset requested for executive account EXT-3122,Batch imported ticket for Password reset requested for executive account EXT-3122. This issue was detected by external monitoring system. Please investigate the access logs for ID EXT-3122. User IP: 188.212.221.253,access,High,open
VPN tunnel EXT-3381 status changed to Down,Batch imported ticket for VPN tunnel EXT-3381 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-3381. User IP: 238.57.140.50,network,Critical,in_progress
Database backup failure for instance EXT-3646 on S3,Batch imported ticket for Database backup failure for instance EXT-3646 on S3. This issue was detected by external monitoring system. Please investigate the database logs for ID EXT-3646. User IP: 182.132.126.79,database,Low,resolved
API Latency increased for /v1/products/list - EXT-2666,Batch imported ticket for API Latency increased for /v1/products/list - EXT-2666. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-2666. User IP: 192.79.25.28,application,Low,in_progress
VPN tunnel EXT-9685 status changed to Down,Batch imported ticket for VPN tunnel EXT-9685 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-9685. User IP: 29.180.187.199,network,Critical,in_progress
API Latency increased for /v1/products/list - EXT-3289,Batch imported ticket for API Latency increased for /v1/products/list - EXT-3289. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-3289. User IP: 115.50.91.160,application,Medium,resolved
User session timeout issue on mobile app version EXT-3473,Batch imported ticket for User session timeout issue on mobile app version EXT-3473. This issue was detected by external monitoring system. Please investigate the application logs for ID EXT-3473. User IP: 177.162.180.118,application,Medium,open
VPN tunnel EXT-9257 status changed to Down,Batch imported ticket for VPN tunnel EXT-9257 status changed to Down. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-9257. User IP: 240.118.166.215,network,Critical,resolved
Load Balancer EXT-4722 health check failures in Region-B,Batch imported ticket for Load Balancer EXT-4722 health check failures in Region-B. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-4722. User IP: 226.238.186.56,infrastructure,Low,in_progress
EFS mount failure on instance EXT-3606,Batch imported ticket for EFS mount failure on instance EXT-3606. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-3606. User IP: 236.41.211.52,storage,Critical,resolved
Wireless AP EXT-3217 offline in South Wing,Batch imported ticket for Wireless AP EXT-3217 offline in South Wing. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-3217. User IP: 197.235.12.48,network,High,open
EFS mount failure on instance EXT-4031,Batch imported ticket for EFS mount failure on instance EXT-4031. This issue was detected by external monitoring system. Please investigate the storage logs for ID EXT-4031. User IP: 76.152.172.216,storage,Medium,in_progress
Wireless AP EXT-6692 offline in South Wing,Batch imported ticket for Wireless AP EXT-6692 offline in South Wing. This issue was detected by external monitoring system. Please investigate the network logs for ID EXT-6692. User IP: 100.58.47.8,network,Low,open
Server cluster EXT-4346 high CPU usage warning,Batch imported ticket for Server cluster EXT-4346 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the infrastructure logs for ID EXT-4346. User IP: 104.4.214.25,infrastructure,Critical,open
